pid,reviews,tag,dname,department
77,The doctor's genuine interest in my concerns and well-being set a high standard for patient care.,positive,Dr. Raj Singhania,Psychiatry
76,The doctor's proactive communication style made it easy to discuss health issues openly.,positive,Dr. Ananya Sharma,Dermatology
65,"I trust the doctor's recommendations, knowing they are based on a thorough understanding of my health.",positive,Dr. Rohit Patel,Dermatology
6,"The medical team, led by the doctor, exhibited professionalism and courtesy at every step.",positive,Dr. Priya Reddy,Dermatology
2,"The doctor's expertise in their field is apparent, and I appreciate their dedication to ongoing learning.",positive,Dr. Arjun Desai,Dermatology
80,The doctor's guidance on preventive measures demonstrates a commitment to long-term patient health.,positive,Dr. Nandini Kapoor,Psychiatry
42,"The office's friendly atmosphere, coupled with the doctor's approachable nature, made for a positive visit.",positive,Dr. Vikram Mehta,Psychiatry
74,The doctor's thoroughness in addressing all aspects of my health was truly commendable.,positive,Dr. Anjali Gupta,Psychiatry
97,I felt comfortable discussing even the most sensitive health issues with this doctor.,positive,Dr. Raj Singhania,Psychiatry
47,The doctor's commitment to patient well-being is evident in the thoughtful and effective treatment plans.,positive,Dr. Ananya Sharma,Dermatology
51,"The medical team's coordination, along with the doctor's leadership, ensured a seamless healthcare experience.",positive,Dr. Rohit Patel,Dermatology
12,The doctor's attentiveness to my specific needs showcased a personalized approach to patient care.,positive,Dr. Priya Reddy,Dermatology
26,The doctor's ability to put patients at ease creates a conducive environment for open communication.,positive,Dr. Arjun Desai,Dermatology
37,"The medical team, under the doctor's guidance, provided efficient and compassionate care.",positive,Dr. Nandini Kapoor,Psychiatry
19,The doctor's ability to explain medical jargon in layman's terms was appreciated.,positive,Dr. Vikram Mehta,Psychiatry
30,I trust the doctor's judgment and appreciate the comprehensive approach to my healthcare.,positive,Dr. Anjali Gupta,Psychiatry
29,The doctor's commitment to continuous improvement is reflected in the quality of care provided.,positive,Dr. Raj Singhania,Psychiatry
51,"The office's commitment to a positive patient experience, led by the doctor, was evident throughout.",positive,Dr. Ananya Sharma,Dermatology
84,The doctor's attentiveness to my concerns made me feel valued as a patient.,positive,Dr. Rohit Patel,Dermatology
12,"The level of care provided by the doctor goes beyond addressing symptoms, focusing on overall well-being.",positive,Dr. Priya Reddy,Dermatology
14,The doctor's thorough examination and attention to detail instilled confidence in the care received.,positive,Dr. Arjun Desai,Dermatology
63,"I've always had a positive experience at this doctor's office, thanks to the caring and skilled medical team.",positive,Dr. Nandini Kapoor,Psychiatry
92,The doctor's compassionate approach to patient care sets a high standard for the medical profession.,positive,Dr. Vikram Mehta,Psychiatry
40,"The medical team, under the doctor's leadership, ensured a patient-centric and efficient visit.",positive,Dr. Anjali Gupta,Psychiatry
48,The doctor's proactive approach to preventive care is an important aspect of their patient-centered practice.,positive,Dr. Raj Singhania,Psychiatry
47,"I appreciate the doctor's emphasis on patient education, empowering me to make informed health decisions.",positive,Dr. Ananya Sharma,Dermatology
25,The medical team's efficiency and the doctor's expertise made for a thorough and effective appointment.,positive,Dr. Rohit Patel,Dermatology
45,The doctor's dedication to staying informed about the latest medical advancements is admirable.,positive,Dr. Priya Reddy,Dermatology
18,"The office staff, alongside the doctor, provided a warm and friendly atmosphere during my visit.",positive,Dr. Arjun Desai,Dermatology
77,The doctor's kindness and empathy contribute to a positive and reassuring healthcare experience.,positive,Dr. Nandini Kapoor,Psychiatry
28,"The medical team, led by the doctor, demonstrated professionalism and courtesy throughout the visit.",positive,Dr. Vikram Mehta,Psychiatry
11,The doctor's ability to make complex medical information understandable is truly commendable.,positive,Dr. Anjali Gupta,Psychiatry
68,"I trust the doctor's recommendations, and their personalized approach to care is highly appreciated.",positive,Dr. Raj Singhania,Psychiatry
71,The doctor's commitment to continuous improvement ensures a high standard of care for patients.,positive,Dr. Ananya Sharma,Dermatology
55,"The medical team, guided by the doctor, exhibited efficiency and empathy during my visit.",positive,Dr. Rohit Patel,Dermatology
68,The doctor's approachable nature creates an environment where patients feel comfortable discussing health concerns.,positive,Dr. Priya Reddy,Dermatology
4,The level of care provided by the doctor reflects a genuine passion for improving patient health.,positive,Dr. Arjun Desai,Dermatology
80,The doctor's commitment to patient education ensures a collaborative and informed healthcare journey.,positive,Dr. Nandini Kapoor,Psychiatry
82,"The medical team's coordination, led by the doctor, ensured a seamless and positive patient experience.",positive,Dr. Vikram Mehta,Psychiatry
35,The doctor's attentiveness to my specific health needs showcased a personalized approach to care.,positive,Dr. Anjali Gupta,Psychiatry
75,The doctor's ability to explain medical concepts in simple terms fosters better patient understanding.,positive,Dr. Raj Singhania,Psychiatry
19,I trust the doctor's judgment and appreciate their dedication to providing comprehensive healthcare.,positive,Dr. Ananya Sharma,Dermatology
37,"The medical team, under the doctor's guidance, provided compassionate and efficient care.",positive,Dr. Rohit Patel,Dermatology
70,The doctor's thorough examination and attention to detail instilled confidence in the quality of care.,positive,Dr. Priya Reddy,Dermatology
91,"I've consistently had positive experiences at this doctor's office, thanks to the skilled and caring team",positive,Dr. Arjun Desai,Dermatology
36,The doctor was dismissive and seemed uninterested in my concerns.,negetive,Dr. Nandini Kapoor,Psychiatry
33,Terrible experience! The doctor rushed through the appointment and didn't address my questions.,negetive,Dr. Vikram Mehta,Psychiatry
28,I felt like the doctor didn't take my symptoms seriously and brushed off my concerns.,negetive,Dr. Anjali Gupta,Psychiatry
72,"The office staff was rude, and the doctor's bedside manner was extremely poor.",negetive,Dr. Raj Singhania,Psychiatry
96,"Waited for hours to see the doctor, only for a brief and unhelpful visit.",negetive,Dr. Ananya Sharma,Dermatology
35,The doctor seemed more focused on paperwork than on my health concerns.,negetive,Dr. Rohit Patel,Dermatology
72,"Misdiagnosed my condition, leading to unnecessary stress and additional medical expenses.",negetive,Dr. Priya Reddy,Dermatology
51,No empathy or compassion from the doctor�felt like just another number in the system.,negetive,Dr. Arjun Desai,Dermatology
71,"The office was chaotic, and the doctor appeared overwhelmed and disorganized.",negetive,Dr. Nandini Kapoor,Psychiatry
6,Unfriendly staff and a doctor who lacked basic communication skills.,negetive,Dr. Vikram Mehta,Psychiatry
44,The doctor was condescending and made me feel stupid for asking questions.,negetive,Dr. Anjali Gupta,Psychiatry
9,"My appointment felt rushed, and the doctor didn't explain the treatment plan thoroughly.",negetive,Dr. Raj Singhania,Psychiatry
59,"The waiting room was dirty, and the overall hygiene in the office was questionable.",negetive,Dr. Ananya Sharma,Dermatology
84,"Extremely long wait times, and the doctor barely spent any time discussing my concerns.",negetive,Dr. Rohit Patel,Dermatology
76,The doctor was unprepared and seemed unfamiliar with my medical history.,negetive,Dr. Priya Reddy,Dermatology
93,"Received conflicting advice from different staff members, causing confusion.",negetive,Dr. Arjun Desai,Dermatology
97,The doctor seemed disinterested and barely made eye contact during the consultation.,negetive,Dr. Nandini Kapoor,Psychiatry
53,"The billing process was a nightmare, and the staff was unhelpful in resolving issues.",negetive,Dr. Vikram Mehta,Psychiatry
49,The doctor lacked empathy and didn't provide any emotional support during a difficult time.,negetive,Dr. Anjali Gupta,Psychiatry
14,Poor communication between the doctor and the rest of the healthcare team.,negetive,Dr. Raj Singhania,Psychiatry
37,"The office was unorganized, and my medical records were misplaced multiple times.",negetive,Dr. Ananya Sharma,Dermatology
13,"The doctor didn't follow up as promised, leaving me in the dark about my test results.",negetive,Dr. Rohit Patel,Dermatology
6,The staff was unfriendly and unresponsive to my inquiries.,negetive,Dr. Priya Reddy,Dermatology
9,"The doctor misdiagnosed a simple issue, leading to unnecessary treatments.",negetive,Dr. Arjun Desai,Dermatology
72,"The office was outdated, and the equipment seemed ancient.",negetive,Dr. Nandini Kapoor,Psychiatry
98,The doctor's recommendations felt rushed and didn't align with my concerns.,negetive,Dr. Vikram Mehta,Psychiatry
63,"The office was running behind schedule, causing a ripple effect for all patients.",negetive,Dr. Anjali Gupta,Psychiatry
19,The doctor's lack of transparency regarding fees and charges was frustrating.,negetive,Dr. Raj Singhania,Psychiatry
83,"The appointment felt impersonal, and the doctor didn't take the time to build rapport.",negetive,Dr. Ananya Sharma,Dermatology
50,The doctor dismissed my symptoms without conducting thorough examinations.,negetive,Dr. Rohit Patel,Dermatology
67,"The staff was unprofessional, and the waiting area was uncomfortable.",negetive,Dr. Priya Reddy,Dermatology
50,The doctor's bedside manner was cold and uninviting.,negetive,Dr. Arjun Desai,Dermatology
29,I left the appointment feeling more confused than when I arrived.,negetive,Dr. Nandini Kapoor,Psychiatry
75,The doctor seemed distracted and not fully engaged during the consultation.,negetive,Dr. Vikram Mehta,Psychiatry
30,"The office environment was unwelcoming, and the staff was unhelpful.",negetive,Dr. Anjali Gupta,Psychiatry
14,The doctor didn't explain the side effects of prescribed medications adequately.,negetive,Dr. Raj Singhania,Psychiatry
90,"Received conflicting information from different staff members, causing frustration.",negetive,Dr. Ananya Sharma,Dermatology
8,The doctor's lack of punctuality resulted in a longer wait time for all patients.,negetive,Dr. Rohit Patel,Dermatology
49,"The office was disorganized, and the administrative staff was inefficient.",negetive,Dr. Priya Reddy,Dermatology
94,"The doctor was dismissive of my concerns, making me feel unheard.",negetive,Dr. Arjun Desai,Dermatology
81,"The office appeared unclean, and hygiene standards were questionable.",negetive,Dr. Nandini Kapoor,Psychiatry
100,The doctor's attitude was unprofessional and lacked empathy.,negetive,Dr. Vikram Mehta,Psychiatry
48,"The billing process was confusing, and the staff was unresponsive to inquiries.",negetive,Dr. Anjali Gupta,Psychiatry
52,The doctor's diagnosis turned out to be incorrect after seeking a second opinion.,negetive,Dr. Raj Singhania,Psychiatry
61,The office staff was uncooperative in helping with insurance-related matters.,negetive,Dr. Ananya Sharma,Dermatology
15,The doctor seemed rushed and uninterested in my medical history.,negetive,Dr. Rohit Patel,Dermatology
30,"The office was understaffed, leading to chaos and longer wait times.",negetive,Dr. Priya Reddy,Dermatology
93,The doctor's lack of thoroughness in examinations raised concerns about accuracy.,negetive,Dr. Arjun Desai,Dermatology
85,The staff was unhelpful in resolving billing disputes.,negetive,Dr. Nandini Kapoor,Psychiatry
91,The doctor seemed more interested in upselling unnecessary services.,negetive,Dr. Vikram Mehta,Psychiatry
28,"The office environment felt unwelcoming, contributing to a negative experience.",negetive,Dr. Anjali Gupta,Psychiatry
62,"The doctor didn't address all my concerns, leaving me feeling uneasy.",negetive,Dr. Raj Singhania,Psychiatry
89,The billing errors and lack of transparency were frustrating.,negetive,Dr. Ananya Sharma,Dermatology
51,The doctor didn't provide clear explanations for the proposed treatment plan.,negetive,Dr. Rohit Patel,Dermatology
41,"The office was disorganized, and scheduling was a nightmare.",negetive,Dr. Priya Reddy,Dermatology
7,The doctor's communication style was abrupt and unprofessional.,negetive,Dr. Arjun Desai,Dermatology
60,The office staff was unresponsive to voicemails and emails.,negetive,Dr. Nandini Kapoor,Psychiatry
25,"The doctor misdiagnosed a common ailment, leading to unnecessary treatments.",negetive,Dr. Vikram Mehta,Psychiatry
48,The staff's lack of professionalism reflected poorly on the overall experience.,negetive,Dr. Anjali Gupta,Psychiatry
65,"The doctor was rude and dismissive, making me feel uncomfortable.",negetive,Dr. Raj Singhania,Psychiatry
82,"The office was cramped, and the waiting area lacked sufficient seating.",negetive,Dr. Ananya Sharma,Dermatology
55,The doctor seemed more interested in typing on the computer than in patient interaction.,negetive,Dr. Rohit Patel,Dermatology
96,"The billing process was confusing, and the staff was unhelpful in explaining charges.",negetive,Dr. Priya Reddy,Dermatology
56,The doctor's lack of empathy made discussing health concerns difficult.,negetive,Dr. Arjun Desai,Dermatology
78,"The office was unclean, and hygiene standards were not up to par.",negetive,Dr. Nandini Kapoor,Psychiatry
95,The doctor's recommendations felt rushed and insufficient.,negetive,Dr. Vikram Mehta,Psychiatry
85,The staff's disorganization contributed to longer wait times.,negetive,Dr. Anjali Gupta,Psychiatry
52,The doctor didn't provide enough information about the prescribed medications.,negetive,Dr. Raj Singhania,Psychiatry
91,"The office was chaotic, and the staff seemed overwhelmed.",negetive,Dr. Ananya Sharma,Dermatology
62,The doctor's bedside manner was brusque and unsympathetic.,negetive,Dr. Rohit Patel,Dermatology
56,"The waiting room was cramped, and the office lacked a comfortable atmosphere.",negetive,Dr. Priya Reddy,Dermatology
41,"The office staff was unprofessional, contributing to a negative experience.",negetive,Dr. Arjun Desai,Dermatology
98,The doctor's lack of transparency regarding treatment options was frustrating.,negetive,Dr. Nandini Kapoor,Psychiatry
93,"The billing process was convoluted, and the staff was unhelpful in resolving issues.",negetive,Dr. Vikram Mehta,Psychiatry
65,The doctor was abrupt and didn't take the time to address my concerns.,negetive,Dr. Anjali Gupta,Psychiatry
17,"The office was disorganized, and scheduling appointments was a hassle.",negetive,Dr. Raj Singhania,Psychiatry
23,The doctor's lack of thoroughness during examinations raised doubts about accuracy.,negetive,Dr. Ananya Sharma,Dermatology
91,The staff's lack of communication resulted in confusion and frustration.,negetive,Dr. Rohit Patel,Dermatology
75,The doctor seemed rushed and didn't provide sufficient explanations for the diagnosis.,negetive,Dr. Priya Reddy,Dermatology
40,"The office was outdated, and the equipment seemed antiquated.",negetive,Dr. Arjun Desai,Dermatology
100,"The doctor's lack of punctuality created a domino effect, leading to longer wait times.",negetive,Dr. Nandini Kapoor,Psychiatry
33,The billing errors and lack of resolution to disputes were disappointing.,negetive,Dr. Vikram Mehta,Psychiatry
89,The office staff was unhelpful and unresponsive to inquiries.,negetive,Dr. Anjali Gupta,Psychiatry
9,The doctor's communication style was curt and lacked empathy.,negetive,Dr. Raj Singhania,Psychiatry
45,"The office environment was unwelcoming, contributing to a negative experience.",negetive,Dr. Ananya Sharma,Dermatology
87,The doctor didn't thoroughly explain the potential risks and side effects of treatments.,negetive,Dr. Rohit Patel,Dermatology
96,The staff's lack of professionalism and courtesy was noticeable.,negetive,Dr. Priya Reddy,Dermatology
35,The doctor's lack of engagement during the appointment made me feel like a burden.,negetive,Dr. Arjun Desai,Dermatology
53,"The billing process was confusing, and the staff was uncooperative in resolving issues.",negetive,Dr. Nandini Kapoor,Psychiatry
93,The doctor seemed unprepared and unfamiliar with my medical history.,negetive,Dr. Vikram Mehta,Psychiatry
100,"The office was unclean, and hygiene standards were not maintained.",negetive,Dr. Anjali Gupta,Psychiatry
5,"The doctor was dismissive of my concerns, leading to frustration.",negetive,Dr. Raj Singhania,Psychiatry
33,The staff's lack of organization contributed to longer wait times.,negetive,Dr. Ananya Sharma,Dermatology
36,The doctor lacked empathy and seemed disinterested in my concerns.,negetive,Dr. Rohit Patel,Dermatology
91,"My experience with this doctor was subpar; communication was poor, and the overall visit felt rushed.",negetive,Dr. Priya Reddy,Dermatology
79,"The office environment was unwelcoming, and the doctor's bedside manner left much to be desired.",negetive,Dr. Arjun Desai,Dermatology
32,"I felt like just another number during my appointment, and the doctor didn't take the time to address my questions.",negetive,Dr. Nandini Kapoor,Psychiatry
61,"Wait times were excessively long, and the staff seemed unorganized and overwhelmed.",negetive,Dr. Vikram Mehta,Psychiatry
57,"The doctor's diagnosis turned out to be incorrect, leading to unnecessary stress and medical expenses.",negetive,Dr. Anjali Gupta,Psychiatry
86,I left the appointment feeling confused and uncertain about the treatment plan.,negetive,Dr. Raj Singhania,Psychiatry
39,"The staff was unprofessional and lacked courtesy, contributing to a negative overall experience.",negetive,Dr. Ananya Sharma,Dermatology
58,"This doctor did not inspire confidence; explanations were unclear, and I felt uneasy about the care provided.",negetive,Dr. Rohit Patel,Dermatology
54,"The waiting room was uncomfortable, and the office appeared outdated and poorly maintained.",negetive,Dr. Priya Reddy,Dermatology
19,"My concerns were dismissed, and the doctor's attitude was condescending throughout the appointment.",negetive,Dr. Arjun Desai,Dermatology
100,"The billing process was confusing, and the staff was unhelpful in resolving financial issues.",negetive,Dr. Nandini Kapoor,Psychiatry
46,"The doctor was constantly interrupted by phone calls, making the consultation feel rushed and unimportant.",negetive,Dr. Vikram Mehta,Psychiatry
76,"The office was unclean, and the lack of hygiene standards was concerning.",negetive,Dr. Anjali Gupta,Psychiatry
28,"The doctor seemed unprepared and unfamiliar with my medical history, leading to a lack of personalized care.",negetive,Dr. Raj Singhania,Psychiatry
67,"I received conflicting information from different staff members, causing additional confusion.",negetive,Dr. Ananya Sharma,Dermatology
80,The doctor's lack of punctuality resulted in extended wait times for all patients.,negetive,Dr. Rohit Patel,Dermatology
9,The treatment plan provided by the doctor was vague and lacked clear explanations.,negetive,Dr. Priya Reddy,Dermatology
43,"The office staff was unresponsive to inquiries, and scheduling appointments was a hassle.",negetive,Dr. Arjun Desai,Dermatology
58,"The doctor's communication style was curt and lacked empathy, making the experience uncomfortable.",negetive,Dr. Nandini Kapoor,Psychiatry
13,"The waiting area was cramped, and there were insufficient seating options.",negetive,Dr. Vikram Mehta,Psychiatry
69,The doctor's recommendations felt rushed and didn't align with my concerns.,negetive,Dr. Anjali Gupta,Psychiatry
14,"My appointment felt like a mere formality, and the doctor did not engage in meaningful conversation.",negetive,Dr. Raj Singhania,Psychiatry
51,The staff's disorganization contributed to longer wait times and a sense of chaos in the office.,negetive,Dr. Ananya Sharma,Dermatology
59,"The doctor seemed disinterested in my medical history, and the examination was superficial.",negetive,Dr. Rohit Patel,Dermatology
88,"The office appeared disorganized, and my medical records were misplaced multiple times.",negetive,Dr. Priya Reddy,Dermatology
72,"I received a misdiagnosis, leading to unnecessary treatments and medical expenses.",negetive,Dr. Arjun Desai,Dermatology
27,The staff was unfriendly and uncooperative in helping with insurance-related matters.,negetive,Dr. Nandini Kapoor,Psychiatry
59,The doctor's lack of transparency regarding fees and charges was frustrating.,negetive,Dr. Vikram Mehta,Psychiatry
65,"The overall office environment felt unwelcoming, and the staff lacked professionalism.",negetive,Dr. Anjali Gupta,Psychiatry
3,"The doctor did not follow up as promised, leaving me in the dark about my test results.",negetive,Dr. Raj Singhania,Psychiatry
75,"The office was outdated, and the equipment seemed antiquated.",negetive,Dr. Ananya Sharma,Dermatology
53,"The doctor's bedside manner was brusque and unsympathetic, contributing to a negative experience.",negetive,Dr. Rohit Patel,Dermatology
21,"I felt rushed through the appointment, and the doctor did not take the time to thoroughly address my concerns.",negetive,Dr. Priya Reddy,Dermatology
43,"The billing process was convoluted, and the staff was unresponsive to inquiries.",negetive,Dr. Arjun Desai,Dermatology
9,The doctor's lack of thoroughness during examinations raised doubts about accuracy.,negetive,Dr. Nandini Kapoor,Psychiatry
37,"The office was unclean, and hygiene standards were not maintained.",negetive,Dr. Vikram Mehta,Psychiatry
87,"The staff was unhelpful in resolving billing disputes, adding to the overall frustration.",negetive,Dr. Anjali Gupta,Psychiatry
2,The doctor's recommendations did not align with my expectations for comprehensive care.,negetive,Dr. Raj Singhania,Psychiatry
15,"The waiting room lacked sufficient seating, and the overall environment was uncomfortable.",negetive,Dr. Ananya Sharma,Dermatology
19,"The office staff appeared overworked, leading to a lack of attentiveness to patient needs.",negetive,Dr. Rohit Patel,Dermatology
91,"The doctor seemed uninterested in discussing treatment options, providing minimal information.",negetive,Dr. Priya Reddy,Dermatology
67,The billing errors and lack of resolution to disputes were disappointing.,negetive,Dr. Arjun Desai,Dermatology
86,The doctor's lack of empathy made discussing health concerns difficult.,negetive,Dr. Nandini Kapoor,Psychiatry
21,"The office was cramped, and the staff lacked professionalism and courtesy.",negetive,Dr. Vikram Mehta,Psychiatry
72,"The doctor's bedside manner was cold and impersonal, creating a disconnect with patients.",negetive,Dr. Anjali Gupta,Psychiatry
88,"The waiting area was disorganized, and the overall atmosphere was chaotic.",negetive,Dr. Raj Singhania,Psychiatry
62,The doctor did not provide sufficient explanations for the proposed treatment plan.,negetive,Dr. Ananya Sharma,Dermatology
86,"The billing process was confusing, and the staff was uncooperative in resolving issues.",negetive,Dr. Rohit Patel,Dermatology
31,"The office appeared disheveled, and the staff lacked a sense of professionalism.",negetive,Dr. Priya Reddy,Dermatology
100,"The doctor seemed overwhelmed and disorganized, leading to a lack of attention to patient needs.",negetive,Dr. Arjun Desai,Dermatology
3,"The waiting room lacked amenities, making the overall experience uncomfortable.",negetive,Dr. Nandini Kapoor,Psychiatry
23,"The office was understaffed, contributing to delays in scheduling and extended wait times.",negetive,Dr. Vikram Mehta,Psychiatry
91,The doctor's communication style was abrupt and lacked empathy.,negetive,Dr. Anjali Gupta,Psychiatry
31,The billing errors and lack of transparency regarding charges were frustrating.,negetive,Dr. Raj Singhania,Psychiatry
37,The doctor did not take the time to thoroughly discuss my medical history or concerns.,negetive,Dr. Ananya Sharma,Dermatology
72,The staff's lack of organization resulted in confusion and frustration.,negetive,Dr. Rohit Patel,Dermatology
44,"The office was unclean, and hygiene standards were not up to par.",negetive,Dr. Priya Reddy,Dermatology
82,"The doctor's bedside manner was brusque, creating a negative atmosphere in the office.",negetive,Dr. Arjun Desai,Dermatology
76,"The billing process was convoluted, and the staff was unhelpful in explaining charges.",negetive,Dr. Nandini Kapoor,Psychiatry
42,The doctor dismissed my symptoms without conducting thorough examinations.,negetive,Dr. Vikram Mehta,Psychiatry
76,"The staff was unprofessional, and the waiting area was uncomfortable.",negetive,Dr. Anjali Gupta,Psychiatry
76,The doctor's bedside manner was cold and uninviting.,negetive,Dr. Raj Singhania,Psychiatry
19,I left the appointment feeling more confused than when I arrived.,negetive,Dr. Ananya Sharma,Dermatology
42,The doctor seemed distracted and not fully engaged during the consultation.,negetive,Dr. Rohit Patel,Dermatology
70,"The office environment was unwelcoming, and the staff was unhelpful.",negetive,Dr. Priya Reddy,Dermatology
29,The doctor didn't explain the side effects of prescribed medications adequately.,negetive,Dr. Arjun Desai,Dermatology
7,"Received conflicting information from different staff members, causing frustration.",negetive,Dr. Nandini Kapoor,Psychiatry
38,The doctor's lack of punctuality resulted in a longer wait time for all patients.,negetive,Dr. Vikram Mehta,Psychiatry
46,"The office was disorganized, and the administrative staff was inefficient.",negetive,Dr. Anjali Gupta,Psychiatry
71,"The doctor was dismissive of my concerns, making me feel unheard.",negetive,Dr. Raj Singhania,Psychiatry
100,"The office appeared unclean, and hygiene standards were questionable.",negetive,Dr. Ananya Sharma,Dermatology
58,The doctor's attitude was unprofessional and lacked empathy.,negetive,Dr. Rohit Patel,Dermatology
60,"The billing process was confusing, and the staff was unresponsive to inquiries.",negetive,Dr. Priya Reddy,Dermatology
12,The doctor's diagnosis turned out to be incorrect after seeking a second opinion.,negetive,Dr. Arjun Desai,Dermatology
99,The office staff was uncooperative in helping with insurance-related matters.,negetive,Dr. Nandini Kapoor,Psychiatry
78,The doctor seemed rushed and uninterested in my medical history.,negetive,Dr. Vikram Mehta,Psychiatry
9,"The office was understaffed, leading to chaos and longer wait times.",negetive,Dr. Anjali Gupta,Psychiatry
57,The doctor's lack of thoroughness in examinations raised concerns about accuracy.,negetive,Dr. Raj Singhania,Psychiatry
21,The staff was unhelpful in resolving billing disputes.,negetive,Dr. Ananya Sharma,Dermatology
53,The doctor seemed more interested in upselling unnecessary services.,negetive,Dr. Rohit Patel,Dermatology
56,"The office environment felt unwelcoming, contributing to a negative experience.",negetive,Dr. Priya Reddy,Dermatology
53,"The treatment I received was ineffective, and I saw no improvement in my condition.",negetive,Dr. Arjun Desai,Dermatology
7,"The side effects of the medication were unbearable, making it difficult to continue the treatment.",negetive,Dr. Nandini Kapoor,Psychiatry
43,"The prescribed treatment seemed rushed, and the doctor didn't explain the potential risks thoroughly.",negetive,Dr. Vikram Mehta,Psychiatry
89,"I experienced a severe allergic reaction to the prescribed medication, which was not anticipated.",negetive,Dr. Anjali Gupta,Psychiatry
70,The treatment plan lacked personalization and felt like a one-size-fits-all approach.,negetive,Dr. Raj Singhania,Psychiatry
14,"Despite completing the entire course of treatment, my symptoms persisted without any relief.",negetive,Dr. Ananya Sharma,Dermatology
13,"The treatment process was confusing, and the healthcare provider failed to address my concerns.",negetive,Dr. Rohit Patel,Dermatology
93,I felt pressured into undergoing a procedure that didn't align with my preferences or values.,negetive,Dr. Priya Reddy,Dermatology
44,"The medication prescribed caused significant drowsiness, affecting my daily life.",negetive,Dr. Arjun Desai,Dermatology
59,"The treatment plan was changed multiple times, causing confusion and frustration.",negetive,Dr. Nandini Kapoor,Psychiatry
36,I experienced severe mood swings as a result of the prescribed medication.,negetive,Dr. Vikram Mehta,Psychiatry
12,"The treatment cost was much higher than initially estimated, creating financial stress.",negetive,Dr. Anjali Gupta,Psychiatry
100,The doctor didn't adequately explain the potential long-term effects of the recommended therapy.,negetive,Dr. Raj Singhania,Psychiatry
73,I felt like the healthcare provider wasn't genuinely invested in my well-being during the treatment.,negetive,Dr. Ananya Sharma,Dermatology
87,"The treatment process lacked transparency, and I was left in the dark about the expected outcomes.",negetive,Dr. Rohit Patel,Dermatology
45,The prescribed medication interacted negatively with my existing health conditions.,negetive,Dr. Priya Reddy,Dermatology
82,I underwent a procedure that was painful and not as described in the initial consultation.,negetive,Dr. Arjun Desai,Dermatology
2,"The treatment plan seemed outdated, and newer, more effective options were not discussed.",negetive,Dr. Nandini Kapoor,Psychiatry
49,"The side effects of the medication were downplayed, leading to unexpected complications.",negetive,Dr. Vikram Mehta,Psychiatry
6,"The treatment facility was disorganized, and scheduling appointments was a challenge.",negetive,Dr. Anjali Gupta,Psychiatry
52,The healthcare provider failed to follow up on my progress during the course of treatment.,negetive,Dr. Raj Singhania,Psychiatry
37,"The prescribed medication caused severe gastrointestinal issues, which were not forewarned.",negetive,Dr. Ananya Sharma,Dermatology
71,"The treatment seemed rushed, and the doctor didn't take the time to answer my questions.",negetive,Dr. Rohit Patel,Dermatology
49,I experienced a lack of coordination between different healthcare professionals involved in my treatment.,negetive,Dr. Priya Reddy,Dermatology
19,The treatment plan was abruptly changed without adequate explanation or justification.,negetive,Dr. Arjun Desai,Dermatology
11,"The recommended therapy had minimal impact on my symptoms, and I saw no tangible results.",negetive,Dr. Nandini Kapoor,Psychiatry
41,The doctor's bedside manner during the treatment was dismissive and lacked empathy.,negetive,Dr. Vikram Mehta,Psychiatry
9,The treatment process felt like a trial-and-error approach with no clear direction.,negetive,Dr. Ananya Sharma,Dermatology
75,I received conflicting advice from different healthcare professionals involved in my treatment.,negetive,Dr. Rohit Patel,Dermatology
11,"The prescribed medication caused disruptions in my sleep patterns, impacting my overall well-being.",negetive,Dr. Priya Reddy,Dermatology
96,"The treatment facility was outdated, and the equipment used seemed antiquated.",negetive,Dr. Arjun Desai,Dermatology
75,The doctor failed to address my concerns about potential long-term side effects of the treatment.,negetive,Dr. Nandini Kapoor,Psychiatry
21,I felt like a number rather than an individual with unique health needs during the treatment.,negetive,Dr. Vikram Mehta,Psychiatry
55,"The treatment plan lacked flexibility, and adjustments were not made when needed.",negetive,Dr. Anjali Gupta,Psychiatry
65,"The prescribed medication negatively affected my mental health, causing anxiety and depression.",negetive,Dr. Raj Singhania,Psychiatry
44,I experienced a lack of communication between the healthcare provider and the support staff.,negetive,Dr. Ananya Sharma,Dermatology
5,The treatment was administered without proper explanation or informed consent.,negetive,Dr. Rohit Patel,Dermatology
95,The healthcare provider was unreachable when I needed clarification about my treatment.,negetive,Dr. Priya Reddy,Dermatology
19,The prescribed medication interfered with my daily activities and quality of life.,negetive,Dr. Arjun Desai,Dermatology
68,"The treatment facility was unclean, and hygiene standards were not maintained.",negetive,Dr. Nandini Kapoor,Psychiatry
51,The doctor didn't consider my preferences and concerns when recommending the treatment.,negetive,Dr. Vikram Mehta,Psychiatry
15,"The prescribed medication caused severe nausea, leading to dehydration.",negetive,Dr. Anjali Gupta,Psychiatry
63,"The treatment process was chaotic, and the staff appeared overwhelmed.",negetive,Dr. Raj Singhania,Psychiatry
9,"The recommended therapy required multiple adjustments, causing disruptions in my routine.",negetive,Dr. Ananya Sharma,Dermatology
14,"I was not informed about alternative treatment options, limiting my choices.",negetive,Dr. Rohit Patel,Dermatology
22,"The prescribed medication caused significant weight gain, impacting my self-esteem.",negetive,Dr. Priya Reddy,Dermatology
40,"The treatment plan lacked clear goals and milestones, leaving me uncertain about progress.",negetive,Dr. Arjun Desai,Dermatology
